subject,year,location,creator,type,attribution,icon,choice,lat,lng,popup,image,img_src,has_img,on_view,geometry
Dalton House,1830,"Parsonfield, ME",Jonathan D. Poor,mural,signed,jdp,jdp,43.7277145512583,-70.9191621185696,"<b>Dalton House</b><br>Parsonfield, ME, circa 1830<br>Signed by Jonathan D. Poor<br><img src='http://s3.amazonaws.com/afanews_articles/01019/FIG-13_-15---Dalton-signature.png', width = '300'><br><small>""Rediscovering the Murals of Jonathan D. Poor"" by Jane E. Radcliffe</small>",http://s3.amazonaws.com/afanews_articles/01019/FIG-13_-15---Dalton-signature.png,"""Rediscovering the Murals of Jonathan D. Poor"" by Jane E. Radcliffe",yes,no,"c(43.7277145512583, -70.9191621185696)"
Chillis House,1830,"Parsonfield, ME",Jonathan D. Poor,mural,signed,jdp,jdp,43.729052799342,-70.9383719427241,"<b>Chillis House</b><br>Parsonfield, ME, circa 1830<br>Signed by Jonathan D. Poor<br><img src='http://s3.amazonaws.com/afanews_articles/01019/FIG-14_-16---Morison-signature.png', width = '300'><br><small>""Rediscovering the Murals of Jonathan D. Poor"" by Jane E. Radcliffe</small>",http://s3.amazonaws.com/afanews_articles/01019/FIG-14_-16---Morison-signature.png,"""Rediscovering the Murals of Jonathan D. Poor"" by Jane E. Radcliffe",yes,no,"c(43.729052799342, -70.9383719427241)"
Julia Lottie Hills,1835,"Plainville, CT",Rufus Porter,portrait,signed,portrait,rp,41.6777945841461,-72.861412648502,"<b>Julia Lottie Hills</b><br>Plainville, CT, circa 1835<br>Signed by Rufus Porter<br><img src='https://docs.google.com/drawings/d/e/2PACX-1vQbDxuBXPv4bNyUiGht_WHghHY1ugw5BTw5M8xj4uEaFbjHBtU7SR_hlZhtS2o4dtYrQR8a7CEB6nao/pub?w=960&h=720', width = '300'><br><small><em>Rufus Porter's Curious World</em>, published by the Pennsylvania State University Press and Bowdoin College Museum of Art <br> Private collection.</small>",https://docs.google.com/drawings/d/e/2PACX-1vQbDxuBXPv4bNyUiGht_WHghHY1ugw5BTw5M8xj4uEaFbjHBtU7SR_hlZhtS2o4dtYrQR8a7CEB6nao/pub?w=960&h=720,"<em>Rufus Porter's Curious World</em>, published by the Pennsylvania State University Press and Bowdoin College Museum of Art <br> Private collection.",yes,no,"c(41.6777945841461, -72.861412648502)"
Judge Bean House,1835,"Readfield, ME",Jonathan D. Poor,mural,signed,jdp,jdp,44.3866274753314,-69.9795102240583,"<b>Judge Bean House</b><br>Readfield, ME, circa 1835<br>Signed by Jonathan D. Poor<br><img src='http://s3.amazonaws.com/afanews_articles/01019/FIG-12_-10---Bean-signature-on-ship-LCL.png', width = '300'><br><small>""Rediscovering the Murals of Jonathan D. Poor"" by Jane E. Radcliffe</small>",http://s3.amazonaws.com/afanews_articles/01019/FIG-12_-10---Bean-signature-on-ship-LCL.png,"""Rediscovering the Murals of Jonathan D. Poor"" by Jane E. Radcliffe",yes,no,"c(44.3866274753314, -69.9795102240583)"
Warren Pederson House,1830,"Standish, ME",Jonathan D. Poor,mural,signed,jdp,jdp,43.7315922085853,-70.5465325651765,"<b>Warren Pederson House</b><br>Standish, ME, circa 1830<br>Signed by Jonathan D. Poor<br><img src='http://s3.amazonaws.com/afanews_articles/01019/FIG-10_-%282.png', width = '300'><br><small>""Rediscovering the Murals of Jonathan D. Poor"" by Jane E. Radcliffe</small>",http://s3.amazonaws.com/afanews_articles/01019/FIG-10_-%282.png,"""Rediscovering the Murals of Jonathan D. Poor"" by Jane E. Radcliffe",yes,no,"c(43.7315922085853, -70.5465325651765)"
Jacob Johnson House,1832,"Vienna, ME",Jonathan D. Poor,mural,signed,jdp,jdp,44.5315122060419,-69.9882301820763,"<b>Jacob Johnson House</b><br>Vienna, ME, circa 1832<br>Signed by Jonathan D. Poor<br><img src='https://docs.google.com/drawings/d/e/2PACX-1vQoM134LEB5UsOcbKJT_z2xt_hTSYivS-AwwIymRw2EFNA2pshPb5u4vNn5u5427w1tzfHwCY_NJu8E/pub?w=600&h=449', width = '300'><br><small><em>Folk Art Murals of the Rufus Porter School </em> by Linda Carter Lefko and Jane E. Radcliffe</small>",https://docs.google.com/drawings/d/e/2PACX-1vQoM134LEB5UsOcbKJT_z2xt_hTSYivS-AwwIymRw2EFNA2pshPb5u4vNn5u5427w1tzfHwCY_NJu8E/pub?w=600&h=449,<em>Folk Art Murals of the Rufus Porter School </em> by Linda Carter Lefko and Jane E. Radcliffe,yes,no,"c(44.5315122060419, -69.9882301820763)"
Emerson House,1835,"Wakefield, MA",Rufus Porter,mural,signed,rp_mural,rp,42.5030289868388,-71.0758028445786,"<b>Emerson House</b><br>Wakefield, MA, circa 1835<br>Signed by Rufus Porter<br><img src='http://s3.amazonaws.com/afanews_articles/01019/FIG-1_-%281.5-pg.png', width = '300'><br><small>""Rediscovering the Murals of Jonathan D. Poor"" by Jane E. Radcliffe</small>",http://s3.amazonaws.com/afanews_articles/01019/FIG-1_-%281.5-pg.png,"""Rediscovering the Murals of Jonathan D. Poor"" by Jane E. Radcliffe",yes,no,"c(42.5030289868388, -71.0758028445786)"
Dr. Francis Howe House,1838,"Westwood, MA",Rufus Porter and Stephen Twombly Porter,mural,signed,rp_mural,rp,42.2106553067456,-71.2257844567474,"<b>Dr. Francis Howe House</b><br>Westwood, MA, circa 1838<br>Signed by Rufus Porter and Stephen Twombly Porter<br><img src='https://upload.wikimedia.org/wikipedia/en/e/e1/Wall_mural_by_Rufus_Porter.jpg', width = '300'><br><small>Wikimedia Commons</small>",https://upload.wikimedia.org/wikipedia/en/e/e1/Wall_mural_by_Rufus_Porter.jpg,Wikimedia Commons,yes,no,"c(42.2106553067456, -71.2257844567474)"
Frank Hanson House,1830,"Winthrop, ME",E.V. Bennett,mural,signed,other,other,44.3021425257938,-69.9678849865516,"<b>Frank Hanson House</b><br>Winthrop, ME, circa 1830<br>Signed by E.V. Bennett<br><img src='https://docs.google.com/drawings/d/e/2PACX-1vTSGHpeBFlYPsll27Zcg6DBOB3fhxjXCon1muxTDFVPmjC1evqsR9jDS3D7xqgQ8w_tIJVqXs7kjuFJ/pub?w=960&h=721', width = '300'><br><small>Murals damaged by varnish.</small>",https://docs.google.com/drawings/d/e/2PACX-1vTSGHpeBFlYPsll27Zcg6DBOB3fhxjXCon1muxTDFVPmjC1evqsR9jDS3D7xqgQ8w_tIJVqXs7kjuFJ/pub?w=960&h=721,Murals damaged by varnish.,no,no,"c(44.3021425257938, -69.9678849865516)"
Knowlton House,1830,"Winthrop, ME",E.J. Gilbert,mural,signed,other,other,44.305176360047,-69.9861523752154,"<b>Knowlton House</b><br>Winthrop, ME, circa 1830<br>Signed by E.J. Gilbert<br><img src='https://docs.google.com/drawings/d/e/2PACX-1vQHU8SLtIYvAtiUa5hUQh8kP05XH3bN5YwZJ_VSTqOGJXbFWtKSWUj_nto6kS7MofOsJ82S_mr7J9rI/pub?w=960&h=720', width = '300'><br><small><em>Folk Art Murals of the Rufus Porter School </em> by Linda Carter Lefko and Jane E. Radcliffe</small>",https://docs.google.com/drawings/d/e/2PACX-1vQHU8SLtIYvAtiUa5hUQh8kP05XH3bN5YwZJ_VSTqOGJXbFWtKSWUj_nto6kS7MofOsJ82S_mr7J9rI/pub?w=960&h=720,<em>Folk Art Murals of the Rufus Porter School </em> by Linda Carter Lefko and Jane E. Radcliffe,yes,no,"c(44.305176360047, -69.9861523752154)"
Shaker Glenn Inn,1835,"Woburn, MA",Rufus Porter,mural,signed,rp_mural,rp,42.4781318876149,-71.1603686635397,"<b>Shaker Glenn Inn</b><br>Woburn, MA, circa 1835<br>Signed by Rufus Porter<br><img src='https://docs.google.com/drawings/d/e/2PACX-1vTSGHpeBFlYPsll27Zcg6DBOB3fhxjXCon1muxTDFVPmjC1evqsR9jDS3D7xqgQ8w_tIJVqXs7kjuFJ/pub?w=960&h=831', width = '300'><br><small>Murals repainted and varnished.</small>",https://docs.google.com/drawings/d/e/2PACX-1vTSGHpeBFlYPsll27Zcg6DBOB3fhxjXCon1muxTDFVPmjC1evqsR9jDS3D7xqgQ8w_tIJVqXs7kjuFJ/pub?w=960&h=831,Murals repainted and varnished.,no,no,"c(42.4781318876149, -71.1603686635397)"
Moses Mason House,1835,"Bethel, ME",Jonathan D. Poor,mural,tradition,jdp,jdp,44.4046781567124,-70.7859685766983,"<b>Moses Mason House</b><br>Bethel, ME, circa 1835<br>Traditionally attributed to Jonathan D. Poor<br><img src='https://docs.google.com/drawings/d/e/2PACX-1vTUjAezgA8_4fGT5N09kIXxLcP6iYVlk5I6fNqfFDp-B3ynnDlmlSjdqAs2WXjZF2fBvNXjUSSD6zvt/pub?w=960&h=720', width = '300'><br><small><em>Folk Art Murals of the Rufus Porter School </em> by Linda Carter Lefko and Jane E. Radcliffe <br> Tours available through the <a href='https://bethelhistorical.org/hours-facilities/#mason-house'>Bethel Historical Society</a></small>",https://docs.google.com/drawings/d/e/2PACX-1vTUjAezgA8_4fGT5N09kIXxLcP6iYVlk5I6fNqfFDp-B3ynnDlmlSjdqAs2WXjZF2fBvNXjUSSD6zvt/pub?w=960&h=720,<em>Folk Art Murals of the Rufus Porter School </em> by Linda Carter Lefko and Jane E. Radcliffe <br> Tours available through the <a href='https://bethelhistorical.org/hours-facilities/#mason-house'>Bethel Historical Society</a>,yes,yes,"c(44.4046781567124, -70.7859685766983)"
Joshua Eaton House,1824,"Bradford, NH","Rufus Porter and Moses Eaton, Jr.",mural,tradition,rp_mural,rp,43.2669867922877,-71.9598217225047,"<b>Joshua Eaton House</b><br>Bradford, NH, circa 1824<br>Traditionally attributed to Rufus Porter and Moses Eaton, Jr.<br><img src='https://docs.google.com/drawings/d/e/2PACX-1vQ4TzQOcGCe3R4Uz3SBXMw5OrUVBW1FI7a0yUTKviTCTo7TdenzBIXx6qRSaX_2z4z3Zsluf4YE6fjT/pub?w=960&h=720', width = '300'><br><small><em>Rufus Porter: Rediscovered</em> by Jean Lipman</small>",https://docs.google.com/drawings/d/e/2PACX-1vQ4TzQOcGCe3R4Uz3SBXMw5OrUVBW1FI7a0yUTKviTCTo7TdenzBIXx6qRSaX_2z4z3Zsluf4YE6fjT/pub?w=960&h=720,<em>Rufus Porter: Rediscovered</em> by Jean Lipman,yes,no,"c(43.2669867922877, -71.9598217225047)"
Thomas Austin House,1834,"Chesterville, ME",Jonathan D. Poor,mural,tradition,jdp,jdp,44.5514419448714,-70.0881966716746,"<b>Thomas Austin House</b><br>Chesterville, ME, circa 1834<br>Traditionally attributed to Jonathan D. Poor<br><img src='https://docs.google.com/drawings/d/e/2PACX-1vTSGHpeBFlYPsll27Zcg6DBOB3fhxjXCon1muxTDFVPmjC1evqsR9jDS3D7xqgQ8w_tIJVqXs7kjuFJ/pub?w=960&h=742', width = '300'><br><small>House burned down.</small>",https://docs.google.com/drawings/d/e/2PACX-1vTSGHpeBFlYPsll27Zcg6DBOB3fhxjXCon1muxTDFVPmjC1evqsR9jDS3D7xqgQ8w_tIJVqXs7kjuFJ/pub?w=960&h=742,House burned down.,no,no,"c(44.5514419448714, -70.0881966716746)"
Captain Thomas Williams House,1834,"Chesterville, ME",Jonathan D. Poor,mural,tradition,jdp,jdp,44.5481190042185,-70.0816089905084,"<b>Captain Thomas Williams House</b><br>Chesterville, ME, circa 1834<br>Traditionally attributed to Jonathan D. Poor<br><img src='https://docs.google.com/drawings/d/e/2PACX-1vTSGHpeBFlYPsll27Zcg6DBOB3fhxjXCon1muxTDFVPmjC1evqsR9jDS3D7xqgQ8w_tIJVqXs7kjuFJ/pub?w=960&h=740', width = '300'><br><small>Murals damaged by attempted restoration without a trained professional.</small>",https://docs.google.com/drawings/d/e/2PACX-1vTSGHpeBFlYPsll27Zcg6DBOB3fhxjXCon1muxTDFVPmjC1evqsR9jDS3D7xqgQ8w_tIJVqXs7kjuFJ/pub?w=960&h=740,Murals damaged by attempted restoration without a trained professional.,no,no,"c(44.5481190042185, -70.0816089905084)"
Lyman Whittier House,1834,"Chesterville, ME",Jonathan D. Poor,mural,tradition,jdp,jdp,44.5540909126896,-70.0948058584268,"<b>Lyman Whittier House</b><br>Chesterville, ME, circa 1834<br>Traditionally attributed to Jonathan D. Poor<br><img src='https://docs.google.com/drawings/d/e/2PACX-1vTSGHpeBFlYPsll27Zcg6DBOB3fhxjXCon1muxTDFVPmjC1evqsR9jDS3D7xqgQ8w_tIJVqXs7kjuFJ/pub?w=960&h=741', width = '300'><br><small>Wallpapered over.</small>",https://docs.google.com/drawings/d/e/2PACX-1vTSGHpeBFlYPsll27Zcg6DBOB3fhxjXCon1muxTDFVPmjC1evqsR9jDS3D7xqgQ8w_tIJVqXs7kjuFJ/pub?w=960&h=741,Wallpapered over.,no,no,"c(44.5540909126896, -70.0948058584268)"
Thompkins House,1830,"Cornish, ME",Porter School,mural,tradition,school,school,43.8078990068438,-70.8069240249062,"<b>Thompkins House</b><br>Cornish, ME, circa 1830<br>Traditionally attributed to Porter School<br><img src='https://docs.google.com/drawings/d/e/2PACX-1vTSGHpeBFlYPsll27Zcg6DBOB3fhxjXCon1muxTDFVPmjC1evqsR9jDS3D7xqgQ8w_tIJVqXs7kjuFJ/pub?w=960&h=824', width = '300'><br><small>House demolished.</small>",https://docs.google.com/drawings/d/e/2PACX-1vTSGHpeBFlYPsll27Zcg6DBOB3fhxjXCon1muxTDFVPmjC1evqsR9jDS3D7xqgQ8w_tIJVqXs7kjuFJ/pub?w=960&h=824,House demolished.,no,no,"c(43.8078990068438, -70.8069240249062)"
Russ House,1830,"Farmington Falls, ME",Jonathan D. Poor and Paine,mural,tradition,jdp,jdp,44.6239739578358,-70.0619385172245,"<b>Russ House</b><br>Farmington Falls, ME, circa 1830<br>Traditionally attributed to Jonathan D. Poor and Paine<br><img src='https://docs.google.com/drawings/d/e/2PACX-1vQqoq1_4UdVpcXhx7vjzqCgPojkob3QS8eDrhIiPEQuoJpHU-RNpvc5wXi-Iqm8QDCCqdlgWMx5gKu0/pub?w=960&h=720', width = '300'><br><small><em>Folk Art Murals of the Rufus Porter School </em> by Linda Carter Lefko and Jane E. Radcliffe</small>",https://docs.google.com/drawings/d/e/2PACX-1vQqoq1_4UdVpcXhx7vjzqCgPojkob3QS8eDrhIiPEQuoJpHU-RNpvc5wXi-Iqm8QDCCqdlgWMx5gKu0/pub?w=960&h=720,<em>Folk Art Murals of the Rufus Porter School </em> by Linda Carter Lefko and Jane E. Radcliffe,yes,no,"c(44.6239739578358, -70.0619385172245)"
Jonathan Cushman House,1830,"Farmington, ME",Jonathan D. Poor and Paine,mural,tradition,jdp,jdp,44.6685028634326,-70.1391386266513,"<b>Jonathan Cushman House</b><br>Farmington, ME, circa 1830<br>Traditionally attributed to Jonathan D. Poor and Paine<br><img src='https://docs.google.com/drawings/d/e/2PACX-1vTSGHpeBFlYPsll27Zcg6DBOB3fhxjXCon1muxTDFVPmjC1evqsR9jDS3D7xqgQ8w_tIJVqXs7kjuFJ/pub?w=960&h=747', width = '300'><br><small>House burned down in 1944.</small>",https://docs.google.com/drawings/d/e/2PACX-1vTSGHpeBFlYPsll27Zcg6DBOB3fhxjXCon1muxTDFVPmjC1evqsR9jDS3D7xqgQ8w_tIJVqXs7kjuFJ/pub?w=960&h=747,House burned down in 1944.,no,no,"c(44.6685028634326, -70.1391386266513)"
William Gilman House,1830,"Farmington, ME",Jonathan D. Poor and Paine,mural,tradition,jdp,jdp,44.6711921711733,-70.1483746036311,"<b>William Gilman House</b><br>Farmington, ME, circa 1830<br>Traditionally attributed to Jonathan D. Poor and Paine<br><img src='https://docs.google.com/drawings/d/e/2PACX-1vTSGHpeBFlYPsll27Zcg6DBOB3fhxjXCon1muxTDFVPmjC1evqsR9jDS3D7xqgQ8w_tIJVqXs7kjuFJ/pub?w=960&h=748', width = '300'><br><small>House burned down in 1967.</small>",https://docs.google.com/drawings/d/e/2PACX-1vTSGHpeBFlYPsll27Zcg6DBOB3fhxjXCon1muxTDFVPmjC1evqsR9jDS3D7xqgQ8w_tIJVqXs7kjuFJ/pub?w=960&h=748,House burned down in 1967.,no,no,"c(44.6711921711733, -70.1483746036311)"
David E. Currier House,1835,"Farmington, ME",Jonathan D. Poor,mural,tradition,jdp,jdp,44.6700587713558,-70.1639334493088,"<b>David E. Currier House</b><br>Farmington, ME, circa 1835<br>Traditionally attributed to Jonathan D. Poor<br><img src='https://docs.google.com/drawings/d/e/2PACX-1vTSGHpeBFlYPsll27Zcg6DBOB3fhxjXCon1muxTDFVPmjC1evqsR9jDS3D7xqgQ8w_tIJVqXs7kjuFJ/pub?w=960&h=744', width = '300'><br><small>Image Unavailable</small>",https://docs.google.com/drawings/d/e/2PACX-1vTSGHpeBFlYPsll27Zcg6DBOB3fhxjXCon1muxTDFVPmjC1evqsR9jDS3D7xqgQ8w_tIJVqXs7kjuFJ/pub?w=960&h=744,Image Unavailable,no,no,"c(44.6700587713558, -70.1639334493088)"
Robert C. Bruce House,1830,"Farmington, ME",Jonathan D. Poor and Paine,mural,tradition,jdp,jdp,44.6730185892629,-70.1583297482353,"<b>Robert C. Bruce House</b><br>Farmington, ME, circa 1830<br>Traditionally attributed to Jonathan D. Poor and Paine<br><img src='https://docs.google.com/drawings/d/e/2PACX-1vTSGHpeBFlYPsll27Zcg6DBOB3fhxjXCon1muxTDFVPmjC1evqsR9jDS3D7xqgQ8w_tIJVqXs7kjuFJ/pub?w=960&h=754', width = '300'><br><small>Image Unavailable</small>",https://docs.google.com/drawings/d/e/2PACX-1vTSGHpeBFlYPsll27Zcg6DBOB3fhxjXCon1muxTDFVPmjC1evqsR9jDS3D7xqgQ8w_tIJVqXs7kjuFJ/pub?w=960&h=754,Image Unavailable,no,no,"c(44.6730185892629, -70.1583297482353)"
David Ingham House,1830,"Farmington, ME",Jonathan D. Poor and Paine,mural,tradition,jdp,jdp,44.6669240435061,-70.15400971407,"<b>David Ingham House</b><br>Farmington, ME, circa 1830<br>Traditionally attributed to Jonathan D. Poor and Paine<br><img src='https://docs.google.com/drawings/d/e/2PACX-1vTSGHpeBFlYPsll27Zcg6DBOB3fhxjXCon1muxTDFVPmjC1evqsR9jDS3D7xqgQ8w_tIJVqXs7kjuFJ/pub?w=960&h=749', width = '300'><br><small>Murals destroyed in the 1940s.</small>",https://docs.google.com/drawings/d/e/2PACX-1vTSGHpeBFlYPsll27Zcg6DBOB3fhxjXCon1muxTDFVPmjC1evqsR9jDS3D7xqgQ8w_tIJVqXs7kjuFJ/pub?w=960&h=749,Murals destroyed in the 1940s.,no,no,"c(44.6669240435061, -70.15400971407)"
Gerald York House,1835,"Farmington, ME",Jonathan D. Poor,mural,tradition,jdp,jdp,44.6687836217132,-70.1645593911885,"<b>Gerald York House</b><br>Farmington, ME, circa 1835<br>Traditionally attributed to Jonathan D. Poor<br><img src='https://docs.google.com/drawings/d/e/2PACX-1vTSGHpeBFlYPsll27Zcg6DBOB3fhxjXCon1muxTDFVPmjC1evqsR9jDS3D7xqgQ8w_tIJVqXs7kjuFJ/pub?w=960&h=743', width = '300'><br><small>Wallpapered over.</small>",https://docs.google.com/drawings/d/e/2PACX-1vTSGHpeBFlYPsll27Zcg6DBOB3fhxjXCon1muxTDFVPmjC1evqsR9jDS3D7xqgQ8w_tIJVqXs7kjuFJ/pub?w=960&h=743,Wallpapered over.,no,no,"c(44.6687836217132, -70.1645593911885)"
Benjamin Stanley House,1835,"Farmington, ME",Jonathan D. Poor,mural,tradition,jdp,jdp,44.6705866386821,-70.1613809497359,"<b>Benjamin Stanley House</b><br>Farmington, ME, circa 1835<br>Traditionally attributed to Jonathan D. Poor<br><img src='https://docs.google.com/drawings/d/e/2PACX-1vRaJdKCx0ImfFiqm_Atm_kZ3tpxuLsFldbwJFMPxW3WgaaUzchhrmk9Uydk0EmCort69v7G6zzkffig/pub?w=960&h=720', width = '300'><br><small><em>Folk Art Murals of the Rufus Porter School </em> by Linda Carter Lefko and Jane E. Radcliffe</small>",https://docs.google.com/drawings/d/e/2PACX-1vRaJdKCx0ImfFiqm_Atm_kZ3tpxuLsFldbwJFMPxW3WgaaUzchhrmk9Uydk0EmCort69v7G6zzkffig/pub?w=960&h=720,<em>Folk Art Murals of the Rufus Porter School </em> by Linda Carter Lefko and Jane E. Radcliffe,yes,no,"c(44.6705866386821, -70.1613809497359)"
Dyer/Currier House,1830,"Farmington, ME",Jonathan D. Poor and Paine,mural,tradition,jdp,jdp,44.669347719375,-70.1551117313103,"<b>Dyer/Currier House</b><br>Farmington, ME, circa 1830<br>Traditionally attributed to Jonathan D. Poor and Paine<br><img src='https://docs.google.com/drawings/d/e/2PACX-1vRwzbRw-1fqWCb5qUEnt0vg0TYndXPdFxr6RzzGw9CNian-_XlJDwCyjF9nJeTNs7R-9I0B2IIMviiN/pub?w=960&h=720', width = '300'><br><small><em>Folk Art Murals of the Rufus Porter School </em> by Linda Carter Lefko and Jane E. Radcliffe</small>",https://docs.google.com/drawings/d/e/2PACX-1vRwzbRw-1fqWCb5qUEnt0vg0TYndXPdFxr6RzzGw9CNian-_XlJDwCyjF9nJeTNs7R-9I0B2IIMviiN/pub?w=960&h=720,<em>Folk Art Murals of the Rufus Porter School </em> by Linda Carter Lefko and Jane E. Radcliffe,yes,no,"c(44.669347719375, -70.1551117313103)"
Milton Gay House,1835,"Farmington, ME",Jonathan D. Poor and Paine,mural,tradition,jdp,jdp,44.6684299167351,-70.1541198202956,"<b>Milton Gay House</b><br>Farmington, ME, circa 1835<br>Traditionally attributed to Jonathan D. Poor and Paine<br><img src='https://docs.google.com/drawings/d/e/2PACX-1vR6XnPBYpSBnopNB-H-D7oM2qWQU3B4KfOphXhstlTelPf64128hvWVl66gNI4Irs_qFOVh9jyK03Lj/pub?w=960&h=720', width = '300'><br><small><em>Rufus Porter: Rediscovered</em> by Jean Lipman</small>",https://docs.google.com/drawings/d/e/2PACX-1vR6XnPBYpSBnopNB-H-D7oM2qWQU3B4KfOphXhstlTelPf64128hvWVl66gNI4Irs_qFOVh9jyK03Lj/pub?w=960&h=720,<em>Rufus Porter: Rediscovered</em> by Jean Lipman,yes,no,"c(44.6684299167351, -70.1541198202956)"
Lieutenant John Lovejoy House,1835,"Fayette, ME",Jonathan D. Poor,mural,tradition,jdp,jdp,44.4100357492718,-70.033130260918,"<b>Lieutenant John Lovejoy House</b><br>Fayette, ME, circa 1835<br>Traditionally attributed to Jonathan D. Poor<br><img src='https://docs.google.com/drawings/d/e/2PACX-1vSOnPJM4b6VTZ5j_iBlIDxoFzPLSmJORq0ixDYGOjotO5QRwjjzgxdGK8yBSSqZQrPcL0jxux9NkNzp/pub?w=960&h=720', width = '300'><br><small><em>Folk Art Murals of the Rufus Porter School </em> by Linda Carter Lefko and Jane E. Radcliffe</small>",https://docs.google.com/drawings/d/e/2PACX-1vSOnPJM4b6VTZ5j_iBlIDxoFzPLSmJORq0ixDYGOjotO5QRwjjzgxdGK8yBSSqZQrPcL0jxux9NkNzp/pub?w=960&h=720,<em>Folk Art Murals of the Rufus Porter School </em> by Linda Carter Lefko and Jane E. Radcliffe,yes,no,"c(44.4100357492718, -70.033130260918)"
Furlong House,1830,"Limerick, ME",Paine,mural,tradition,other,other,43.6885879919881,-70.8001622320168,"<b>Furlong House</b><br>Limerick, ME, circa 1830<br>Traditionally attributed to Paine<br><img src='https://docs.google.com/drawings/d/e/2PACX-1vTSGHpeBFlYPsll27Zcg6DBOB3fhxjXCon1muxTDFVPmjC1evqsR9jDS3D7xqgQ8w_tIJVqXs7kjuFJ/pub?w=960&h=765', width = '300'><br><small>House demolished.</small>",https://docs.google.com/drawings/d/e/2PACX-1vTSGHpeBFlYPsll27Zcg6DBOB3fhxjXCon1muxTDFVPmjC1evqsR9jDS3D7xqgQ8w_tIJVqXs7kjuFJ/pub?w=960&h=765,House demolished.,no,no,"c(43.6885879919881, -70.8001622320168)"
McDonald Inn,1830,"Limerick, ME",Paine,mural,tradition,other,other,43.6920120935372,-70.7910879114601,"<b>McDonald Inn</b><br>Limerick, ME, circa 1830<br>Traditionally attributed to Paine<br><img src='https://docs.google.com/drawings/d/e/2PACX-1vTSGHpeBFlYPsll27Zcg6DBOB3fhxjXCon1muxTDFVPmjC1evqsR9jDS3D7xqgQ8w_tIJVqXs7kjuFJ/pub?w=960&h=764', width = '300'><br><small>Murals painted over.</small>",https://docs.google.com/drawings/d/e/2PACX-1vTSGHpeBFlYPsll27Zcg6DBOB3fhxjXCon1muxTDFVPmjC1evqsR9jDS3D7xqgQ8w_tIJVqXs7kjuFJ/pub?w=960&h=764,Murals painted over.,no,no,"c(43.6920120935372, -70.7910879114601)"
Arthur Gordon House,1835,"Mt. Vernon, ME",Jonathan D. Poor,mural,tradition,jdp,jdp,44.4985597866244,-69.9814945988599,"<b>Arthur Gordon House</b><br>Mt. Vernon, ME, circa 1835<br>Traditionally attributed to Jonathan D. Poor<br><img src='https://docs.google.com/drawings/d/e/2PACX-1vTSGHpeBFlYPsll27Zcg6DBOB3fhxjXCon1muxTDFVPmjC1evqsR9jDS3D7xqgQ8w_tIJVqXs7kjuFJ/pub?w=960&h=745', width = '300'><br><small>House burned down.</small>",https://docs.google.com/drawings/d/e/2PACX-1vTSGHpeBFlYPsll27Zcg6DBOB3fhxjXCon1muxTDFVPmjC1evqsR9jDS3D7xqgQ8w_tIJVqXs7kjuFJ/pub?w=960&h=745,House burned down.,no,no,"c(44.4985597866244, -69.9814945988599)"
Burbank House,1835,"Mt. Vernon, ME",Jonathan D. Poor,mural,tradition,jdp,jdp,44.5021420043653,-69.9987783416013,"<b>Burbank House</b><br>Mt. Vernon, ME, circa 1835<br>Traditionally attributed to Jonathan D. Poor<br><img src='http://s3.amazonaws.com/afanews_articles/01019/FIG-5_-%282.37-pg.png', width = '300'><br><small>""Rediscovering the Murals of Jonathan D. Poor"" by Jane E. Radcliffe <br> One panel on view at the <a href=""https://www.rufusportermuseum.org/"">Rufus Porter Museum</a> <br> Another panel on view at the <a href=""https://www.srmml.org/"">Scottish Rite Masonic Museum and Library</a></small>",http://s3.amazonaws.com/afanews_articles/01019/FIG-5_-%282.37-pg.png,"""Rediscovering the Murals of Jonathan D. Poor"" by Jane E. Radcliffe <br> One panel on view at the <a href=""https://www.rufusportermuseum.org/"">Rufus Porter Museum</a> <br> Another panel on view at the <a href=""https://www.srmml.org/"">Scottish Rite Masonic Museum and Library</a>",yes,yes,"c(44.5021420043653, -69.9987783416013)"
Robert C. Bruce House,1840,"New Sharon, ME",Jonathan D. Poor,mural,tradition,jdp,jdp,44.6368297728541,-70.0290860651494,"<b>Robert C. Bruce House</b><br>New Sharon, ME, circa 1840<br>Traditionally attributed to Jonathan D. Poor<br><img src='https://docs.google.com/drawings/d/e/2PACX-1vTSGHpeBFlYPsll27Zcg6DBOB3fhxjXCon1muxTDFVPmjC1evqsR9jDS3D7xqgQ8w_tIJVqXs7kjuFJ/pub?w=960&h=735', width = '300'><br><small>Murals in very poor condition.</small>",https://docs.google.com/drawings/d/e/2PACX-1vTSGHpeBFlYPsll27Zcg6DBOB3fhxjXCon1muxTDFVPmjC1evqsR9jDS3D7xqgQ8w_tIJVqXs7kjuFJ/pub?w=960&h=735,Murals in very poor condition.,no,no,"c(44.6368297728541, -70.0290860651494)"
