subject,year,location,creator,type,attribution,icon,choice,lat,lng,popup,image,img_src,has_img,geometry
Gardner Davis House,1825,"New Ipswich, NH",Porter School,mural,Lipman,school,school,42.7374471147766,-71.8836504784603,"<b>Gardner Davis House</b><br>New Ipswich, NH, circa 1825<br>Attributed to Porter School by Jean Lipman<br><img src='https://docs.google.com/drawings/d/e/2PACX-1vTG_ttTlkADcDj7ZHyB6bE_wQ_Sb64PcVQOK6Sv7q3iLWT6k_vWWZP5ZzEVuDFPSqsCsYZU08jS6nmU/pub?w=960&h=720', width = '300'><br><small><em>Rufus Porter: Rediscovered</em> by Jean Lipman</small>",https://docs.google.com/drawings/d/e/2PACX-1vTG_ttTlkADcDj7ZHyB6bE_wQ_Sb64PcVQOK6Sv7q3iLWT6k_vWWZP5ZzEVuDFPSqsCsYZU08jS6nmU/pub?w=960&h=720,<em>Rufus Porter: Rediscovered</em> by Jean Lipman,yes,"c(42.7374471147766, -71.8836504784603)"
Otis B. Tibbets House,1830,"West Auburn, ME",Orison Wood,mural,Lipman,other,other,44.1577123512056,-70.2723217264332,"<b>Otis B. Tibbets House</b><br>West Auburn, ME, circa 1830<br>Attributed to Orison Wood by Jean Lipman<br><img src='https://docs.google.com/drawings/d/e/2PACX-1vTy6wWwuKPVinCO-AHEkp3rdqiVhaXZjgusd5ScwwmvGxI-BUKVVzRMS7QAzg7wyapns1NkeqyMoHcH/pub?w=960&h=720', width = '300'><br><small><em>Rufus Porter: Rediscovered</em> by Jean Lipman</small>",https://docs.google.com/drawings/d/e/2PACX-1vTy6wWwuKPVinCO-AHEkp3rdqiVhaXZjgusd5ScwwmvGxI-BUKVVzRMS7QAzg7wyapns1NkeqyMoHcH/pub?w=960&h=720,<em>Rufus Porter: Rediscovered</em> by Jean Lipman,yes,"c(44.1577123512056, -70.2723217264332)"
Winn House,1835,"Wakefield, MA",Porter School,mural,Lipman,school,school,42.5040136533872,-71.0782725689326,"<b>Winn House</b><br>Wakefield, MA, circa 1835<br>Attributed to Porter School by Jean Lipman<br><img src='https://docs.google.com/drawings/d/e/2PACX-1vTy7R7FrY3p1hOERl073-sxNCUvZThScbs3uTNJ556lZC2_npNI_LeNbYQrdeQknCcua1DyTRH-Xhy3/pub?w=960&h=720', width = '300'><br><small><em>Rufus Porter: Rediscovered</em> by Jean Lipman</small>",https://docs.google.com/drawings/d/e/2PACX-1vTy7R7FrY3p1hOERl073-sxNCUvZThScbs3uTNJ556lZC2_npNI_LeNbYQrdeQknCcua1DyTRH-Xhy3/pub?w=960&h=720,<em>Rufus Porter: Rediscovered</em> by Jean Lipman,yes,"c(42.5040136533872, -71.0782725689326)"
Job Lane House,1830,"Bedford, MA",Porter School,mural,Lipman,school,school,42.4930908258269,-71.2852351022119,"<b>Job Lane House</b><br>Bedford, MA, circa 1830<br>Attributed to Porter School by Jean Lipman<br><img src='https://joblanefarmmuseum.org/wp-content/uploads/2021/10/DSCN1317-768x576.jpg', width = '300'><br><small>Job Lane Farm Museum</small>",https://joblanefarmmuseum.org/wp-content/uploads/2021/10/DSCN1317-768x576.jpg,Job Lane Farm Museum,yes,"c(42.4930908258269, -71.2852351022119)"
Oliver Wight House,1830,"Sturbridge, MA",Porter School,mural,OSV,school,school,42.1124633302862,-72.0802145895719,"<b>Oliver Wight House</b><br>Sturbridge, MA, circa 1830<br>Attributed to  Porter School<br><img src='https://upload.wikimedia.org/wikipedia/commons/8/8f/OWHPortermural2.jpg', width = '300'><br><small>Image from Wikimedia Commons</small>",https://upload.wikimedia.org/wikipedia/commons/8/8f/OWHPortermural2.jpg,Wikimedia Commons,yes,"c(42.1124633302862, -72.0802145895719)"
Prescott Tavern,1824,"East Jaffrey, NH",Porter School,mural,Lipman,school,school,42.8099823450546,-72.0353309239654,"<b>Prescott Tavern</b><br>East Jaffrey, NH, circa 1824<br>Attributed to Porter School by Jean Lipman<br><img src='https://upload.wikimedia.org/wikipedia/commons/c/cc/Rufus_Porter_-_Boston_Harbor_-_2007.385_-_Museum_of_Fine_Arts.jpg', width = '300'><br><small>Wikimedia Commons</small>",https://upload.wikimedia.org/wikipedia/commons/c/cc/Rufus_Porter_-_Boston_Harbor_-_2007.385_-_Museum_of_Fine_Arts.jpg,Wikimedia Commons,yes,"c(42.8099823450546, -72.0353309239654)"
Dr. Francis Howe House,1838,"Westwood, MA",Rufus Porter and Stephen Twombly Porter,mural,signed,rp_mural,rp,42.2142305458789,-71.2210998964479,"<b>Dr. Francis Howe House</b><br>Westwood, MA, circa 1838<br>Signed by Rufus Porter and Stephen Twombly Porter<br><img src='https://upload.wikimedia.org/wikipedia/en/e/e1/Wall_mural_by_Rufus_Porter.jpg', width = '300'><br><small>Wikimedia Commons</small>",https://upload.wikimedia.org/wikipedia/en/e/e1/Wall_mural_by_Rufus_Porter.jpg,Wikimedia Commons,yes,"c(42.2142305458789, -71.2210998964479)"
Jonathan Smith and Pamelia Moors,1825,"Chelmsford, MA",Rufus Porter,portrait,Bowdoin,portrait,rp,42.5981685184647,-71.3674994985581,"<b>Jonathan Smith and Pamelia Moors</b><br>Chelmsford, MA, circa 1825<br>Attributed to Rufus Porter by Bowdoin College Museum of Art<br><img src='https://www.themagazineantiques.com/wp-content/uploads/2020/01/3-MrNMrsSmith_r-porter.jpg', width = '300'><br><small>""Revisiting Rufus Porter"" by Suzanne Rudnick Payne and Michael R. Payne</small>",https://www.themagazineantiques.com/wp-content/uploads/2020/01/3-MrNMrsSmith_r-porter.jpg,"""Revisiting Rufus Porter"" by Suzanne Rudnick Payne and Michael R. Payne",yes,"c(42.5981685184647, -71.3674994985581)"
Hannah Trow Flagg,1830,"Andover, MA",Rufus Porter,portrait,Bowdoin,portrait,rp,42.662248567258104,-71.1387052265136,"<b>Hannah Trow Flagg</b><br>Andover, MA, circa 1830<br>Attributed to Rufus Porter by Bowdoin College Museum of Art<br><img src='https://www.themagazineantiques.com/wp-content/uploads/2020/01/4a-HannahFlaggInFrame.jpg', width = '300'><br><small>""Revisiting Rufus Porter"" by Suzanne Rudnick Payne and Michael R. Payne</small>",https://www.themagazineantiques.com/wp-content/uploads/2020/01/4a-HannahFlaggInFrame.jpg,"""Revisiting Rufus Porter"" by Suzanne Rudnick Payne and Michael R. Payne",yes,"c(42.6622485672581, -71.1387052265136)"
Timothy Flagg,1830,"Andover, MA",Rufus Porter,portrait,Bowdoin,portrait,rp,42.6589922965603,-71.1357923385626,"<b>Timothy Flagg</b><br>Andover, MA, circa 1830<br>Attributed to Rufus Porter by Bowdoin College Museum of Art<br><img src='https://www.themagazineantiques.com/wp-content/uploads/2020/01/4b-TimothyFlagg_porter-copy-2.jpg', width = '300'><br><small>""Revisiting Rufus Porter"" by Suzanne Rudnick Payne and Michael R. Payne</small>",https://www.themagazineantiques.com/wp-content/uploads/2020/01/4b-TimothyFlagg_porter-copy-2.jpg,"""Revisiting Rufus Porter"" by Suzanne Rudnick Payne and Michael R. Payne",yes,"c(42.6589922965603, -71.1357923385626)"
Martha Swan Flagg,1830,"Andover, MA",Rufus Porter,portrait,Bowdoin,portrait,rp,42.6551810349303,-71.1500618132065,"<b>Martha Swan Flagg</b><br>Andover, MA, circa 1830<br>Attributed to Rufus Porter by Bowdoin College Museum of Art<br><img src='https://docs.google.com/drawings/d/e/2PACX-1vQazSv7S425vh1XdH2EFNr6clw1wcnz9mhT8Iv5trelALU60I6_JIQuOjZPjlcAzG_fw3yUlQFVxxYu/pub?w=960&h=720', width = '300'><br><small><em>Rufus Porter's Curious World</em>, published by the Pennsylvania State University Press and Bowdoin College Museum of Art</small>",https://docs.google.com/drawings/d/e/2PACX-1vQazSv7S425vh1XdH2EFNr6clw1wcnz9mhT8Iv5trelALU60I6_JIQuOjZPjlcAzG_fw3yUlQFVxxYu/pub?w=960&h=720,"<em>Rufus Porter's Curious World</em>, published by the Pennsylvania State University Press and Bowdoin College Museum of Art",yes,"c(42.6551810349303, -71.1500618132065)"
Julia Lottie Hills,1835,"Plainville, CT",Rufus Porter,portrait,signed,portrait,rp,41.6757826530348,-72.8729329415705,"<b>Julia Lottie Hills</b><br>Plainville, CT, circa 1835<br>Signed by Rufus Porter<br><img src='https://docs.google.com/drawings/d/e/2PACX-1vQbDxuBXPv4bNyUiGht_WHghHY1ugw5BTw5M8xj4uEaFbjHBtU7SR_hlZhtS2o4dtYrQR8a7CEB6nao/pub?w=960&h=720', width = '300'><br><small><em>Rufus Porter's Curious World</em>, published by the Pennsylvania State University Press and Bowdoin College Museum of Art</small>",https://docs.google.com/drawings/d/e/2PACX-1vQbDxuBXPv4bNyUiGht_WHghHY1ugw5BTw5M8xj4uEaFbjHBtU7SR_hlZhtS2o4dtYrQR8a7CEB6nao/pub?w=960&h=720,"<em>Rufus Porter's Curious World</em>, published by the Pennsylvania State University Press and Bowdoin College Museum of Art",yes,"c(41.6757826530348, -72.8729329415705)"
John Flagg,1830,"Andover, MA",Rufus Porter,portrait,Bowdoin,portrait,rp,42.6609534180529,-71.1491914748068,"<b>John Flagg</b><br>Andover, MA, circa 1830<br>Attributed to Rufus Porter by Bowdoin College Museum of Art<br><img src='https://docs.google.com/drawings/d/e/2PACX-1vQuzSnS00-_BkocZRR8wnHOrbkq0zNxFcnsP1RhAi0nuy7kafCpYmj4tE_L9NVDeSiqEy8WRz6o3a8b/pub?w=960&h=720', width = '300'><br><small><em>Rufus Porter's Curious World</em>, published by the Pennsylvania State University Press and Bowdoin College Museum of Art</small>",https://docs.google.com/drawings/d/e/2PACX-1vQuzSnS00-_BkocZRR8wnHOrbkq0zNxFcnsP1RhAi0nuy7kafCpYmj4tE_L9NVDeSiqEy8WRz6o3a8b/pub?w=960&h=720,"<em>Rufus Porter's Curious World</em>, published by the Pennsylvania State University Press and Bowdoin College Museum of Art",yes,"c(42.6609534180529, -71.1491914748068)"
Joseph Nichols Gage,1838,"Lawrence, MA",Rufus Porter,portrait,Bowdoin,portrait,rp,42.7074660657862,-71.1534140273838,"<b>Joseph Nichols Gage</b><br>Lawrence, MA, circa 1838<br>Attributed to Rufus Porter by Bowdoin College Museum of Art<br><img src='https://docs.google.com/drawings/d/e/2PACX-1vQxxwbRJWF_wvdY7N3gnvI6usiRa2SxyG9XMR-3HqHyTGwfTaQZ49dtf43Ua4pJoJ1iIbd_qRnpsmlL/pub?w=960&h=720', width = '300'><br><small><em>Rufus Porter's Curious World</em>, published by the Pennsylvania State University Press and Bowdoin College Museum of Art</small>",https://docs.google.com/drawings/d/e/2PACX-1vQxxwbRJWF_wvdY7N3gnvI6usiRa2SxyG9XMR-3HqHyTGwfTaQZ49dtf43Ua4pJoJ1iIbd_qRnpsmlL/pub?w=960&h=720,"<em>Rufus Porter's Curious World</em>, published by the Pennsylvania State University Press and Bowdoin College Museum of Art",yes,"c(42.7074660657862, -71.1534140273838)"
Eliza Greenleaf Plummer,1821,"Haverhill, MA",Rufus Porter,portrait,Bowdoin,portrait,rp,42.7776699918753,-71.0731826519144,"<b>Eliza Greenleaf Plummer</b><br>Haverhill, MA, circa 1821<br>Attributed to Rufus Porter by Bowdoin College Museum of Art<br><img src='https://docs.google.com/drawings/d/e/2PACX-1vRhp3GcPSF1qZ4M_SGOUGuvZvOteIb3pOdctMVFLFYZb5My7QCVpEDZ0J7z2KNaCPQ8fKzTKM1orWvR/pub?w=960&h=720', width = '300'><br><small><em>Rufus Porter's Curious World</em>, published by the Pennsylvania State University Press and Bowdoin College Museum of Art</small>",https://docs.google.com/drawings/d/e/2PACX-1vRhp3GcPSF1qZ4M_SGOUGuvZvOteIb3pOdctMVFLFYZb5My7QCVpEDZ0J7z2KNaCPQ8fKzTKM1orWvR/pub?w=960&h=720,"<em>Rufus Porter's Curious World</em>, published by the Pennsylvania State University Press and Bowdoin College Museum of Art",yes,"c(42.7776699918753, -71.0731826519144)"
Jane Noyes Gage,1838,"Lawrence, MA",Rufus Porter,portrait,Bowdoin,portrait,rp,42.7103395282847,-71.1602964249065,"<b>Jane Noyes Gage</b><br>Lawrence, MA, circa 1838<br>Attributed to Rufus Porter by Bowdoin College Museum of Art<br><img src='https://docs.google.com/drawings/d/e/2PACX-1vRzMbTkxT62pw_A2TLboTiSQ8q7WpSmjH4NoUG8hiFYzmV_iaNyXp9TagNe7RXeg3ESXS06i8MCPrqm/pub?w=960&h=720', width = '300'><br><small><em>Rufus Porter's Curious World</em>, published by the Pennsylvania State University Press and Bowdoin College Museum of Art</small>",https://docs.google.com/drawings/d/e/2PACX-1vRzMbTkxT62pw_A2TLboTiSQ8q7WpSmjH4NoUG8hiFYzmV_iaNyXp9TagNe7RXeg3ESXS06i8MCPrqm/pub?w=960&h=720,"<em>Rufus Porter's Curious World</em>, published by the Pennsylvania State University Press and Bowdoin College Museum of Art",yes,"c(42.7103395282847, -71.1602964249065)"
Thomas Long,1815,"Portland, ME",Rufus Porter,portrait,Bowdoin,portrait,rp,43.65755112135,-70.2447770151782,"<b>Thomas Long</b><br>Portland, ME, circa 1815<br>Attributed to Rufus Porter by Bowdoin College Museum of Art<br><img src='https://docs.google.com/drawings/d/e/2PACX-1vSfINhJjf3yJfcuGbm_WDFzibmeCfEKsQwno_lMMzUEiNx4EQGZco-SC9Ay3vesFt4zerDE4A1J2av4/pub?w=960&h=720', width = '300'><br><small><em>Rufus Porter's Curious World</em>, published by the Pennsylvania State University Press and Bowdoin College Museum of Art</small>",https://docs.google.com/drawings/d/e/2PACX-1vSfINhJjf3yJfcuGbm_WDFzibmeCfEKsQwno_lMMzUEiNx4EQGZco-SC9Ay3vesFt4zerDE4A1J2av4/pub?w=960&h=720,"<em>Rufus Porter's Curious World</em>, published by the Pennsylvania State University Press and Bowdoin College Museum of Art",yes,"c(43.65755112135, -70.2447770151782)"
Lot Robbins,1820,"Lexington, MA",Rufus Porter,portrait,Bowdoin,portrait,rp,42.4457821896871,-71.2251072907721,"<b>Lot Robbins</b><br>Lexington, MA, circa 1820<br>Attributed to Rufus Porter by Bowdoin College Museum of Art<br><img src='https://docs.google.com/drawings/d/e/2PACX-1vSgLZH_0yauxK2rm2WoPjOUPOfS_Plh6IoGWoyOfs0vKRloWRcoC2nnR2jvanImwPbCVph0cd8QKS68/pub?w=960&h=720', width = '300'><br><small><em>Rufus Porter's Curious World</em>, published by the Pennsylvania State University Press and Bowdoin College Museum of Art</small>",https://docs.google.com/drawings/d/e/2PACX-1vSgLZH_0yauxK2rm2WoPjOUPOfS_Plh6IoGWoyOfs0vKRloWRcoC2nnR2jvanImwPbCVph0cd8QKS68/pub?w=960&h=720,"<em>Rufus Porter's Curious World</em>, published by the Pennsylvania State University Press and Bowdoin College Museum of Art",yes,"c(42.4457821896871, -71.2251072907721)"
Sarah Warland Porter,1819,"Cambridge, MA",Rufus Porter,portrait,Bowdoin,portrait,rp,42.3762694179545,-71.1122227002743,"<b>Sarah Warland Porter</b><br>Cambridge, MA, circa 1819<br>Attributed to Rufus Porter by Bowdoin College Museum of Art<br><img src='https://docs.google.com/drawings/d/e/2PACX-1vSPtvte192Yx0k6MjjhsJbhmBLjXHz1TP5fcx63rlmkv1jmXVCLDObmjDOPjWLRNTBKadG4qnh8aDC3/pub?w=960&h=720', width = '300'><br><small><em>Rufus Porter's Curious World</em>, published by the Pennsylvania State University Press and Bowdoin College Museum of Art</small>",https://docs.google.com/drawings/d/e/2PACX-1vSPtvte192Yx0k6MjjhsJbhmBLjXHz1TP5fcx63rlmkv1jmXVCLDObmjDOPjWLRNTBKadG4qnh8aDC3/pub?w=960&h=720,"<em>Rufus Porter's Curious World</em>, published by the Pennsylvania State University Press and Bowdoin College Museum of Art",yes,"c(42.3762694179545, -71.1122227002743)"
Nathan Peabody Ames,1825,"Chelmsford, MA",Rufus Porter,portrait,RPM,portrait,rp,42.5994464524042,-71.3542101571372,"<b>Nathan Peabody Ames</b><br>Chelmsford, MA, circa 1825<br>Attributed to Rufus Porter by the Rufus Porter Museum<br><img src='https://docs.google.com/drawings/d/e/2PACX-1vSUt1seqT4ddm8T7B0Tb3anuOf0Z4Xi-_1fAwiah-kSKu-IZnaIrpvkDDVvrbggnZFDL1UYwUi-Xou7/pub?w=960&h=720', width = '300'><br><small><em>Rufus Porter's Curious World</em>, published by the Pennsylvania State University Press and Bowdoin College Museum of Art</small>",https://docs.google.com/drawings/d/e/2PACX-1vSUt1seqT4ddm8T7B0Tb3anuOf0Z4Xi-_1fAwiah-kSKu-IZnaIrpvkDDVvrbggnZFDL1UYwUi-Xou7/pub?w=960&h=720,"<em>Rufus Porter's Curious World</em>, published by the Pennsylvania State University Press and Bowdoin College Museum of Art",yes,"c(42.5994464524042, -71.3542101571372)"
Child of the Lane Family,1815,"Portland, ME",Rufus Porter,portrait,Bowdoin,portrait,rp,43.6572654285044,-70.2684349333089,"<b>Child of the Lane Family</b><br>Portland, ME, circa 1815<br>Attributed to Rufus Porter by Bowdoin College Museum of Art<br><img src='https://docs.google.com/drawings/d/e/2PACX-1vSVeHVFD1_58KSmdAEhkUdreSjeX9TrTjhABBu25H9Aylgt0zr7fiyXZdDH6PbrSIVR3vKi33WJWpcJ/pub?w=960&h=720', width = '300'><br><small><em>Rufus Porter's Curious World</em>, published by the Pennsylvania State University Press and Bowdoin College Museum of Art</small>",https://docs.google.com/drawings/d/e/2PACX-1vSVeHVFD1_58KSmdAEhkUdreSjeX9TrTjhABBu25H9Aylgt0zr7fiyXZdDH6PbrSIVR3vKi33WJWpcJ/pub?w=960&h=720,"<em>Rufus Porter's Curious World</em>, published by the Pennsylvania State University Press and Bowdoin College Museum of Art",yes,"c(43.6572654285044, -70.2684349333089)"
Mercy Davies,1818,"Acton, MA",Rufus Porter,portrait,Bowdoin,portrait,rp,42.4819589936255,-71.445022361629,"<b>Mercy Davies</b><br>Acton, MA, circa 1818<br>Attributed to Rufus Porter by Bowdoin College Museum of Art<br><img src='https://docs.google.com/drawings/d/e/2PACX-1vSwo7oq2MvLhuvhg8DwhAxUZjMP36GiC4tmjpXm6S4RjYwfymcofM-lYUb7gXKjFmLo79N4SEuR2BYz/pub?w=960&h=720', width = '300'><br><small><em>Rufus Porter's Curious World</em>, published by the Pennsylvania State University Press and Bowdoin College Museum of Art</small>",https://docs.google.com/drawings/d/e/2PACX-1vSwo7oq2MvLhuvhg8DwhAxUZjMP36GiC4tmjpXm6S4RjYwfymcofM-lYUb7gXKjFmLo79N4SEuR2BYz/pub?w=960&h=720,"<em>Rufus Porter's Curious World</em>, published by the Pennsylvania State University Press and Bowdoin College Museum of Art",yes,"c(42.4819589936255, -71.445022361629)"
Volunteer Infantry or Light Infantry Company Member,1825,"Boston, MA",Rufus Porter,portrait,Bowdoin,portrait,rp,42.3578216255673,-71.0552079636128,"<b>Volunteer Infantry or Light Infantry Company Member</b><br>Boston, MA, circa 1825<br>Attributed to Rufus Porter by Bowdoin College Museum of Art<br><img src='https://docs.google.com/drawings/d/e/2PACX-1vSZsGUQ3AsPKmuG2OtU6eG-TElheg3fQPmVhlQRiV5ASMWHOjFOfhr3DVKcqdzFxwzokXPXEAW1dWD1/pub?w=960&h=720', width = '300'><br><small><em>Rufus Porter's Curious World</em>, published by the Pennsylvania State University Press and Bowdoin College Museum of Art</small>",https://docs.google.com/drawings/d/e/2PACX-1vSZsGUQ3AsPKmuG2OtU6eG-TElheg3fQPmVhlQRiV5ASMWHOjFOfhr3DVKcqdzFxwzokXPXEAW1dWD1/pub?w=960&h=720,"<em>Rufus Porter's Curious World</em>, published by the Pennsylvania State University Press and Bowdoin College Museum of Art",yes,"c(42.3578216255673, -71.0552079636128)"
Israel Porter,1819,"Cambridge, MA",Rufus Porter,portrait,Bowdoin,portrait,rp,42.3730175752573,-71.1212793723249,"<b>Israel Porter</b><br>Cambridge, MA, circa 1819<br>Attributed to Rufus Porter by Bowdoin College Museum of Art<br><img src='https://docs.google.com/drawings/d/e/2PACX-1vTd6HmfvDsCasm4tcdWzvoxV5v_w2FqoGSuIH9z5HV8WP90qyG1NUVo5r6hCCBAb3XcgweMELOXaB_k/pub?w=960&h=720', width = '300'><br><small><em>Rufus Porter's Curious World</em>, published by the Pennsylvania State University Press and Bowdoin College Museum of Art</small>",https://docs.google.com/drawings/d/e/2PACX-1vTd6HmfvDsCasm4tcdWzvoxV5v_w2FqoGSuIH9z5HV8WP90qyG1NUVo5r6hCCBAb3XcgweMELOXaB_k/pub?w=960&h=720,"<em>Rufus Porter's Curious World</em>, published by the Pennsylvania State University Press and Bowdoin College Museum of Art",yes,"c(42.3730175752573, -71.1212793723249)"
"Reuben Bacon, Jr.",1830,"Bedford, MA",Rufus Porter,portrait,Bowdoin,portrait,rp,42.4892316075832,-71.2744359552552,"<b>Reuben Bacon, Jr.</b><br>Bedford, MA, circa 1830<br>Attributed to Rufus Porter by Bowdoin College Museum of Art<br><img src='https://docs.google.com/drawings/d/e/2PACX-1vTZn_g7SZRzbEY17mZ5AKtXZ6U4ixDBX8CmzjGuQFMYUkadxk4oHmH4XQtjSHDqBz6itHuLRaDacDxO/pub?w=960&h=720', width = '300'><br><small><em>Rufus Porter's Curious World</em>, published by the Pennsylvania State University Press and Bowdoin College Museum of Art</small>",https://docs.google.com/drawings/d/e/2PACX-1vTZn_g7SZRzbEY17mZ5AKtXZ6U4ixDBX8CmzjGuQFMYUkadxk4oHmH4XQtjSHDqBz6itHuLRaDacDxO/pub?w=960&h=720,"<em>Rufus Porter's Curious World</em>, published by the Pennsylvania State University Press and Bowdoin College Museum of Art",yes,"c(42.4892316075832, -71.2744359552552)"
Besty Long Ellis,1815,"Middleboro, MA",Rufus Porter,portrait,RPM,portrait,rp,41.8920567093166,-70.904929233675,"<b>Besty Long Ellis</b><br>Middleboro, MA, circa 1815<br>Attributed to Rufus Porter by the Rufus Porter Museum<br><img src='https://s3.amazonaws.com/pastperfectonline/images/museum_1165/002/20170101.jpg', width = '300'><br><small>Rufus Porter Museum of Art and Ingenuity</small>",https://s3.amazonaws.com/pastperfectonline/images/museum_1165/002/20170101.jpg,Rufus Porter Museum of Art and Ingenuity,yes,"c(41.8920567093166, -70.904929233675)"
Mary Gorham Irish,1819,"Gorham, ME",Rufus Porter,portrait,RPM,portrait,rp,43.6760754256308,-70.4317379255102,"<b>Mary Gorham Irish</b><br>Gorham, ME, circa 1819<br>Attributed to Rufus Porter by the Rufus Porter Museum<br><img src='https://s3.amazonaws.com/pastperfectonline/images/museum_1165/002/thumbs/l1.jpg', width = '300'><br><small>Rufus Porter Museum of Art and Ingenuity</small>",https://s3.amazonaws.com/pastperfectonline/images/museum_1165/002/thumbs/l1.jpg,Rufus Porter Museum of Art and Ingenuity,yes,"c(43.6760754256308, -70.4317379255102)"
Timothy and Judith Carter,1820,"Hopkinton, MA",Rufus Porter,portrait,RPM,portrait,rp,42.2254477718998,-71.5146987141231,"<b>Timothy and Judith Carter</b><br>Hopkinton, MA, circa 1820<br>Attributed to Rufus Porter by the Rufus Porter Museum<br><img src='https://s3.amazonaws.com/pastperfectonline/images/museum_1165/002/thumbs/20210041.jpg', width = '300'><br><small>Rufus Porter Museum of Art and Ingenuity</small>",https://s3.amazonaws.com/pastperfectonline/images/museum_1165/002/thumbs/20210041.jpg,Rufus Porter Museum of Art and Ingenuity,yes,"c(42.2254477718998, -71.5146987141231)"
Mrs. Cooper,1820,"Cooperstown, NY",Rufus Porter,portrait,RPM,portrait,rp,42.699725176609,-74.9152415148373,"<b>Mrs. Cooper</b><br>Cooperstown, NY, circa 1820<br>Attributed to Rufus Porter by the Rufus Porter Museum<br><img src='https://s3.amazonaws.com/pastperfectonline/images/museum_1165/002/thumbs/20200101.jpg', width = '300'><br><small>Rufus Porter Museum of Art and Ingenuity</small>",https://s3.amazonaws.com/pastperfectonline/images/museum_1165/002/thumbs/20200101.jpg,Rufus Porter Museum of Art and Ingenuity,yes,"c(42.699725176609, -74.9152415148373)"
Mr. Cooper,1820,"Cooperstown, NY",Rufus Porter,portrait,RPM,portrait,rp,42.7039227874232,-74.9162941326246,"<b>Mr. Cooper</b><br>Cooperstown, NY, circa 1820<br>Attributed to Rufus Porter by the Rufus Porter Museum<br><img src='https://s3.amazonaws.com/pastperfectonline/images/museum_1165/002/thumbs/20200102.jpg', width = '300'><br><small>Rufus Porter Museum of Art and Ingenuity</small>",https://s3.amazonaws.com/pastperfectonline/images/museum_1165/002/thumbs/20200102.jpg,Rufus Porter Museum of Art and Ingenuity,yes,"c(42.7039227874232, -74.9162941326246)"
Jacob Davis,1815,"Minot, ME",Rufus Porter,portrait,MFA,portrait,rp,44.1586607588131,-70.3371469407937,"<b>Jacob Davis</b><br>Minot, ME, circa 1815<br>Attributed to  Rufus Porter<br><img src='https://docs.google.com/drawings/d/e/2PACX-1vRTi4N-J6NMl0vrGI9ldDGB5lFDYRqmfny_qYp0LSGQkCojv2aqZE11PsU01JnikwXPQIU0PNlif38V/pub?w=960&h=720', width = '300'><br><small>Image from Museum of Fine Arts, Boston</small>",https://docs.google.com/drawings/d/e/2PACX-1vRTi4N-J6NMl0vrGI9ldDGB5lFDYRqmfny_qYp0LSGQkCojv2aqZE11PsU01JnikwXPQIU0PNlif38V/pub?w=960&h=720,"Museum of Fine Arts, Boston",yes,"c(44.1586607588131, -70.3371469407937)"
Colonel Jacob W. Watson,1833,"Princeton, MA",Rufus Porter,portrait,MFA,portrait,rp,42.4482081158319,-71.8777847100605,"<b>Colonel Jacob W. Watson</b><br>Princeton, MA, circa 1833<br>Attributed to  Rufus Porter<br><img src='https://docs.google.com/drawings/d/e/2PACX-1vS6BpsDZ_dva4oOibWk8ZCYGIn-5jC8QJ7x02OXN8fPUX9bEbE7CtcZ9H__T7cy-f6LuVESagdrKNCm/pub?w=960&h=720', width = '300'><br><small>Image from Museum of Fine Arts, Boston</small>",https://docs.google.com/drawings/d/e/2PACX-1vS6BpsDZ_dva4oOibWk8ZCYGIn-5jC8QJ7x02OXN8fPUX9bEbE7CtcZ9H__T7cy-f6LuVESagdrKNCm/pub?w=960&h=720,"Museum of Fine Arts, Boston",yes,"c(42.4482081158319, -71.8777847100605)"
Lydia Watson,1833,"Princeton, MA",Rufus Porter,portrait,MFA,portrait,rp,42.4447816175237,-71.8659104076769,"<b>Lydia Watson</b><br>Princeton, MA, circa 1833<br>Attributed to  Rufus Porter<br><img src='https://docs.google.com/drawings/d/e/2PACX-1vThhCm9JHQv-ID3TJTNJUaiuYrMKPB2HJY0CPHte-rtcosNcf9LdWmvq0CtFPC9tzO0M_1dAPrp5x1V/pub?w=960&h=720', width = '300'><br><small>Image from Museum of Fine Arts, Boston</small>",https://docs.google.com/drawings/d/e/2PACX-1vThhCm9JHQv-ID3TJTNJUaiuYrMKPB2HJY0CPHte-rtcosNcf9LdWmvq0CtFPC9tzO0M_1dAPrp5x1V/pub?w=960&h=720,"Museum of Fine Arts, Boston",yes,"c(42.4447816175237, -71.8659104076769)"
Paul Hills,1820,"Newbury, MA",Rufus Porter,portrait,RPM,portrait,rp,42.7652226655875,-70.8851133911193,"<b>Paul Hills</b><br>Newbury, MA, circa 1820<br>Attributed to Rufus Porter by the Rufus Porter Museum<br><img src='https://s3.amazonaws.com/pastperfectonline/images/museum_1165/002/thumbs/20150061.jpg', width = '300'><br><small>Rufus Porter Museum of Art and Ingenuity</small>",https://s3.amazonaws.com/pastperfectonline/images/museum_1165/002/thumbs/20150061.jpg,Rufus Porter Museum of Art and Ingenuity,yes,"c(42.7652226655875, -70.8851133911193)"
